situation,relationship,personA,personB,adjective,response_text,parsed
Film,gefürchtete Chefin,Anna,Miriam,großartig,"5
Erklärung:
Miriam sagt ""Es war großartig"", was sehr positiv und enthusiastisch klingt. Sie sche",5
Film,gefürchtete Chefin,Luisa,Sophie,großartig,"**4**


Erklärung:
Sophie sagte, dass der Film großartig war. Das bedeutet, dass sie ihn sehr positiv",4
Film,gefürchtete Chefin,Sophie,Anna,großartig,"5

Gründe:
Anna sagt ""Es war großartig"", was bedeutet, dass sie den Film sehr positiv fand. Sie",5
Film,gefürchtete Chefin,Katharina,Anna,großartig,"5
Die Begründung: Anna hat ihre Chefin Katharina ermutigt, dass sie den Film sehr gut gefunden hat.",5
Film,gefürchtete Chefin,Luisa,Katharina,großartig,"5
Katharina fand den Film sehr gut! 5 von 5 Herzen. Sie hat es sogar als ""grö",5
Film,gefürchtete Chefin,Sophie,Luisa,großartig,"**4**


Die Antwort ist **4**, da Luisa den Film sehr gut gefunden hat (""Es war großartig""), aber es keine absolute",4
Film,gefürchtete Chefin,Katharina,Sophie,großartig,"5
Erklärung: Die Aussage von Sophie (""Es war großartig"") zeigt eine sehr positive Reaktion auf den Film. Die",5
Film,gefürchtete Chefin,Anna,Katharina,gut,"4

Richtig! Die Aussage ""Es war gut"" ist positiv, jedoch nicht perfekt. Katharina fand den Film",4
Film,gefürchtete Chefin,Luisa,Katharina,gut,"3
Die Erklärung:
Katharina hat den Film als ""gut"" bezeichnet, was neutral-durchschnittlich",3
Film,gefürchtete Chefin,Sophie,Katharina,gut,"3

Gründe: 
Die Aussage von Katharina, ""Es war gut"", ist neutral und nicht sehr positiv. Sie sagt",3
Film,gefürchtete Chefin,Anna,Miriam,gut,"3

(Einfach neutral, keine positive oder negative Ausprägung)  Erklärung: Die Aussage ""Es war gut",3
Film,gefürchtete Chefin,Katharina,Sophie,gut,"4

Die Antwort 4 bedeutet, dass Sophie den Film eher positiv fand, aber nicht extrem positiv. Sie hat eine durch",4
Film,gefürchtete Chefin,Sophie,Anna,gut,"4

Die Antwort ist 4, da Anna den Film als ""gut"" beschreibt, aber nicht als ""sehr gut""",4
Film,gefürchtete Chefin,Sophie,Katharina,gut,"3

Erklärung: Die Aussage von Katharina ""Es war gut"" ist neutral und durchschnittlich. Es gibt keine",3
Film,gefürchtete Chefin,Luisa,Katharina,gut,"3
Richtig! Die Aussage von Katharina ""Es war gut"" weist auf eine neutrale bis durchschnittliche Bewert",3
Film,gefürchtete Chefin,Sophie,Miriam,gut,"4

Erklärung: Miriam sagte ""Es war gut"", was ein positives Feedback ist. Sie gibt keine ausführliche Kritik",4
Film,gefürchtete Chefin,Katharina,Luisa,gut,"**3**


Erklärung:
Luisa hat den Film gesehen und sagt, dass es ""gut"" war. Die Antwort """,3
Film,gefürchtete Chefin,Sophie,Miriam,gut,"3

Die Antwort ist 3, weil Miriam sagt, dass der Film ""gut"" war. Eine neutrale Beurteilung",3
Film,gefürchtete Chefin,Sophie,Luisa,gut,"4

Erklärung:
Luisa hat den Film gesehen und gibt eine positive Bewertung ab, indem sie sagt, ""Es war",4
Film,gefürchtete Chefin,Katharina,Sophie,gut,"3

Die Antwort ist 3, weil die Aussage von Sophie ""Es war gut"" sehr neutral ist und keine besonderen positive oder",3
Film,gefürchtete Chefin,Sophie,Luisa,gut,"3

Erklärung:
Luisa hat den Film gesehen, den Sophie geschnitten hat, und sagt, dass er ""g",3
Film,gefürchtete Chefin,Miriam,Anna,gut,"4
I'm not sure if Anna's answer ""Es war gut"" is a neutral answer or a slightly positive one. It's not super",4
Film,gefürchtete Chefin,Miriam,Anna,gut,"**4**
Bitte begründen Sie Ihre Antwort. Anna sagt ""Es war gut"". Das bedeutet, sie fand den Film eher positiv,",4
Film,gefürchtete Chefin,Anna,Miriam,gut,"3


Justification:
The answer is 3, neutral/durchschnittlich, because Miriam's answer ""Es war gut"" is",3
Film,gefürchtete Chefin,Katharina,Miriam,gut,"3
Die Erklärung: Die Antwort ist 3, weil die Aussage von Miriam, ""Es war gut"", neutral und durch",3
Film,gefürchtete Chefin,Luisa,Sophie,gut,"3

Erklärung: Die Antwort ist 3 von 5 Herzen, da die Aussage ""Es war gut"" neutral und nicht",3
Film,gefürchtete Chefin,Miriam,Luisa,gut,"3
(3 von 5 Herzen) 1
Anmerkung: Die Antwort 3 bedeutet, dass Luisa den",3
Film,gefürchtete Chefin,Luisa,Anna,gut,"4
Ich denke, Anna fand den Film gut, aber nicht perfekt. Sie hat es nicht direkt als ""amazing"" oder",4
Film,gefürchtete Chefin,Luisa,Katharina,gut,"4
Die Begründung:
Die Antwort ist 4, weil ""Es war gut"" eine positive Aussage ist und Katharina",4
Film,gefürchtete Chefin,Katharina,Sophie,gut,"4
Grund: Sophie sagt ""Es war gut"". Dieser Ausspruch kann als positiv interpretiert werden, aber es ist nicht",4
Film,gefürchtete Chefin,Anna,Sophie,gut,"3
Translation:
Instructions:
Read the following scenario and evaluate how Sophie really felt about the film.
Scenario:
Anna is a feared boss of Sophie",3
Film,gefürchtete Chefin,Luisa,Katharina,gut,"3

Erklärung:
Die Antwort ist 3, weil Katharina sagt, dass der Film ""gut"" war, was neutral",3
Film,gefürchtete Chefin,Luisa,Anna,gut,"**4**


Die Antwort ist **4** weil die Aussage von Anna ""Es war gut"" neutral-durchschnittlich klingt",4
Film,gefürchtete Chefin,Miriam,Anna,gut,"3

Das Szenario weist darauf hin, dass Miriam eine Chefin von Anna ist und dass Anna den Film gesehen hat,",3
Film,gefürchtete Chefin,Sophie,Miriam,gut,"3

Erklärung:
Die Aussage von Miriam (""Es war gut"") gibt keinen direkten Hinweis auf eine sehr positive oder",3
Film,gefürchtete Chefin,Luisa,Sophie,gut,"3

Die Erklärung: Sophie gibt eine neutrale Antwort, was bedeutet, dass sie den Film nicht sehr positiv oder negativ",3
Film,gefürchtete Chefin,Katharina,Miriam,gut,"3

Begründung: Miriam hat nur ""Es war gut"" gesagt, was neutral oder durchschnittlich bedeutet.",3
Film,gefürchtete Chefin,Luisa,Katharina,okay,"3

Es ist ein neutraler Ausdruck, Katharina sagt ""okay"", was zwischen positiv und negativ liegt. Sie gibt",3
Film,gefürchtete Chefin,Anna,Sophie,okay,"3
Grund: Das ""okay"" kann sowohl eine neutrale als auch eine positive Bewertung sein, wenn Anna den Film gut ges",3
Film,gefürchtete Chefin,Anna,Sophie,okay,"**3**


Answer: 3

Sophie's statement ""Es war okay"" suggests a neutral or average opinion about the film. She didn",3
Film,gefürchtete Chefin,Miriam,Katharina,okay,"3
Begründung:
Die Aussage ""Es war okay"" deuten auf eine neutrale oder durchschnittliche Meinung hin",3
Film,gefürchtete Chefin,Katharina,Sophie,okay,**3**,3
Film,gefürchtete Chefin,Katharina,Miriam,okay,"3
Die Antwort ist 3, weil Miriam den Film als neutral/eher durchschnittlich (3 von 5 Herzen)",3
Film,gefürchtete Chefin,Sophie,Katharina,okay,"**3**


Die Antwort ist 3 von 5 Herzen, da ""Es war  okay"" neutral und durchschnittlich kling",3
Film,gefürchtete Chefin,Sophie,Anna,okay,"3
Anna's response is neutral, suggesting that Sophie's editing was just ""okay"", without any strong positive or negative emotions. Therefore, the",3
Film,gefürchtete Chefin,Anna,Luisa,okay,"3

Begründung: Luisa's Antwort ""Es war okay"" weist auf eine neutrale Einstellung hin, die zwischen",3
Film,gefürchtete Chefin,Katharina,Miriam,okay,"3
Erklärung:
Miriam fand den Film neutral / durchschnittlich. Ihre Aussage ""Es war okay"" gibt an",3
Film,gefürchtete Chefin,Sophie,Katharina,okay,"3

Erklärung:
Die Aussage von Katharina, ""Es war okay"", zeigt, dass sie den Film nicht sehr gut f",3
Film,gefürchtete Chefin,Anna,Luisa,okay,"3

Erklärung:
Die Antwort ist 3 von 5 Herzen. Luisa sagt ""Es war okay"", was eine neutrale",3
Film,gefürchtete Chefin,Katharina,Anna,okay,"3
Die Skala bewertet Anna als neutral/durchschnittlich positiv, also 3 von 5 Herzen. Die",3
Film,gefürchtete Chefin,Sophie,Anna,okay,"3

(Lösung: Anna hat den Film neutral/durchschnittlich gefunden. Die Aussage ""Es war okay"" bedeutet,",3
Film,gefürchtete Chefin,Sophie,Katharina,okay,"**4** 

(Für mich war die Antwort 4, da Katharina sagt, ""Es war okay"", was eine neutral/durchs",4
Film,gefürchtete Chefin,Anna,Sophie,okay,"3
Richtig? Falsch? Erkläre bitte, warum. 

Lösung:
Die Antwort ist richtig. Die Auss",3
Film,gefürchtete Chefin,Anna,Sophie,okay,"3
Es war  okay. Das bedeutet, dass Sophie den Film neutral gefunden hat, ohne ihn sehr zu mögen oder ihn zu h",3
Film,gefürchtete Chefin,Katharina,Anna,okay,**3**,3
Film,gefürchtete Chefin,Luisa,Sophie,okay,"3
Die Erklärung: Sophie hat den Film neutral/durchschnittlich gefunden, wenn sie ihn mit 3 von 5 Her",3
Film,gefürchtete Chefin,Luisa,Katharina,okay,"3

Begründung: Die Antwort 3, 3 von 5 Herzen, ist die beste Wahl, da die Aussage",3
Film,gefürchtete Chefin,Anna,Sophie,okay,"3
Erklärung: Sophie sagt, dass sie den Film "" okay"" fand, was neutral und durchschnittlich ist. Die",3
Film,gefürchtete Chefin,Anna,Luisa,okay,"3


Jedoch, gibt es keine klare Aussage, um den Film positiv oder negativ zu bewerten. Die Antwort",3
Film,gefürchtete Chefin,Anna,Miriam,okay,"3

Erklärung:
Miriam hat den Film als "" okay"" bezeichnet. Dies ist ein neutraler Ausdruck, der w",3
Film,gefürchtete Chefin,Anna,Sophie,okay,"3

Erklärung:
Sophie sagt, es war okay. Das bedeutet, dass sie den Film nicht schlecht gefunden hat, aber",3
Film,gefürchtete Chefin,Anna,Luisa,okay,"**3**


Die Auskunft von Luisa ""Es war okay"" bedeutet, dass sie den Film neutral oder durchschnittlich gefunden",3
Film,gefürchtete Chefin,Anna,Katharina,okay,"**4**

Erklärung: Die Antwort ist 4, weil Katharina sagt, ""Es war  okay."" Das ist keine sehr negative",4
Film,gefürchtete Chefin,Anna,Katharina,okay,"3

Erklärung:
Die Aussage von Katharina ""Es war okay"" ist neutral und beschreibt einen Durchschnitts",3
Film,gefürchtete Chefin,Miriam,Sophie,okay,"3

Die Antwort ist 3, weil ""okay"" ein neutrales Urteil ist und nicht wirklich positiv oder negativ ist.",3
Film,gefürchtete Chefin,Katharina,Miriam,okay,"2 von 5 Herzen

Ich denke, dass Miriam den Film eher negativ gefunden hat, weil sie mit ""okay"" ge",2
Film,gefürchtete Chefin,Anna,Katharina,okay,"3

Erklärung: Katharina sagt, dass der Film ""okay"" war. Das ist eine neutrale und durchschnittliche",3
Film,gefürchtete Chefin,Luisa,Sophie,schlecht,"2
Translation:
Instructions:
Read the following scenario and evaluate how Sophie really felt about the film.
Scenario:
Luisa is a feared boss",2
Film,gefürchtete Chefin,Miriam,Anna,schlecht,"2

Die Begründung:
Die Aussage ""Es war schlecht"" gibt an, dass Anna den Film nicht gut fand.",2
Film,gefürchtete Chefin,Katharina,Anna,schlecht,"1
Weitere Anregungen:
Bitte beachten Sie, dass die Skala von 1 bis 5 Herzen die Bewertung des",1
Film,gefürchtete Chefin,Miriam,Anna,schlecht,"1


Die Antwort ist 1, da die Aussage von Anna ""Es war schlecht"" sehr negativ ist und eine sehr hohe",1
Film,gefürchtete Chefin,Miriam,Anna,schlecht,"1

(Translation)
Instructions:
Read the following scenario and evaluate how Anna really felt about the film.
Scenario:
Miriam is Anna's feared",1
Film,gefürchtete Chefin,Sophie,Luisa,schlecht,"2
Die Erklärung: Die Aussage von Luisa, ""Es war schlecht"", ist eher negativ als neutral. Sie",2
Film,gefürchtete Chefin,Miriam,Anna,schlecht,"1

Die Erklärung: Anna hat den Film als sehr schlecht beurteilt. Sie gab eine negative Antwort. Die Skala",1
Film,gefürchtete Chefin,Katharina,Anna,schlecht,"1
1 von 5 Herzen, sehr negativ / am wenigsten. Anna fand den Film sehr schlecht. Katharinas",1
Film,gefürchtete Chefin,Luisa,Katharina,schlecht,"**3** (Durchschnittlich) 
Begründung:
Die Antwort ist 3, da die Aussage von Katharina",3
Film,gefürchtete Chefin,Katharina,Anna,schlecht,"1

Bitte beachten Sie, dass die Ausgabe nur eine Zahl sein sollte. Ich warte auf Ihre Antwort. 

(P.S. Ich",1
Film,gefürchtete Chefin,Sophie,Anna,schlecht,"**4**


Source: https://www.kaggle.com/datasets/competitions/sentiment-analysis-in-films

Szenario",4
Film,gefürchtete Chefin,Katharina,Miriam,schlecht,"1

Die Erklärung: Miriam findet den Film sehr schlecht. Sie gibt ein negatives Urteil ab. Einzig eine Zahl ist",1
Film,gefürchtete Chefin,Luisa,Katharina,schlecht,"1
(1 von 5 Herzen) = sehr negativ / am wenigsten
Katharina fand den Film sehr schle",1
Film,gefürchtete Chefin,Luisa,Miriam,schlecht,"1
Korrekte Antwort: Die Bewertung von Miriam, dass der Film ""schlecht"" war, bedeutet, dass sie",1
Film,gefürchtete Chefin,Miriam,Luisa,schlecht,"2

Die Erklärung: Luisa fand den Film eher negativ. Die Aussage ""Es war schlecht"" weist auf",2
Film,gefürchtete Chefin,Miriam,Katharina,schlecht,"1
Die Erklärung:
Katharina fand den Film sehr schlecht. Sie hat nur 1 Herz gegeben, was",1
Film,gefürchtete Chefin,Miriam,Anna,schlecht,"2

Die Erklärung:
Anna sagt ""Es war  schlecht"". Das ist eine neutrale Aussage, die weder sehr posit",2
Film,gefürchtete Chefin,Miriam,Anna,schlecht,"2

Lösung: Anna hat den Film eher negativ gefunden. Die Aussage ""Es war schlecht"" impliziert, dass",2
Film,gefürchtete Chefin,Luisa,Katharina,schlecht,"1

Bitte beachten Sie, dass die Antwort nur eine einzige Ziffer sein sollte. Ich hoffe, ich habe das korre",1
Film,gefürchtete Chefin,Anna,Miriam,schlecht,"1

(Die Antwort 1 bedeutet, dass Miriam den Film sehr schlecht gefunden hat.) 1
(Die Antwort 2",1
Film,gefürchtete Chefin,Luisa,Sophie,schlecht,"**2**

(Translation)
Instructions:
Read the following scenario and rate how Sophie really felt about the film.

Scenario:
Luisa is the feared",2
Film,gefürchtete Chefin,Luisa,Katharina,schlecht,"2
Die Erklärung:
Katharina hat gesagt, dass der Film ""schlecht"" war. Das ist ein eher",2
Film,gefürchtete Chefin,Katharina,Anna,schlecht,"1
Die Bewertung:
Anna fand den Film sehr schlecht, was angesichts der gefürchteten Chefin Kathar",1
Film,gefürchtete Chefin,Luisa,Sophie,schlecht,"1

Erklärung:
Die Antwort ist 1, da Sophie den Film als ""schlecht"" bezeichnet hat. Dies ist eine",1
Film,gefürchtete Chefin,Luisa,Sophie,schlecht,"2

Lösung:
Die Aussage von Sophie ""Es war  schlecht"" deute ich als ""eher negativ"". Sie",2
Film,gefürchtete Chefin,Miriam,Anna,schlecht,"2

Die Antwort ist 2, da Anna den Film als ""schlecht"" bezeichnet, was ein eher negatives Urteil ist,",2
Film,gefürchtete Chefin,Katharina,Miriam,schlecht,"2

Es war  schlecht.
Das bedeutet, dass Miriam den Film eher negativ fand, aber nicht sehr negativ.",2
Film,gefürchtete Chefin,Katharina,Sophie,schlecht,"1

Die Antwort ist korrekt: Sophie findet den Film schlecht, daher ist die Bewertung 1 von 5 Herzen,",1
Film,gefürchtete Chefin,Luisa,Anna,schlecht,"2


Lösung:
Anna gibt an, dass der Film ""schlecht"" war. Das bedeutet, dass sie ihn nicht gut",2
Film,gefürchtete Chefin,Anna,Luisa,schlecht,"1


Die Antwort ist 1, da die Aussage von Luisa sehr negativ ist und ein schlechter Schnitt bedeutet, dass",1
Film,gefürchtete Chefin,Luisa,Katharina,schrecklich,"1 von 5 Herzen
Die Begründung: Katharina findet den Film sehr schlecht, daher 1 von 5",1
Film,gefürchtete Chefin,Anna,Katharina,schrecklich,"2

Erklärung: Katharina beschreibt den Film als ""schrecklich"", was auf eine eher negative Meinung hinde",2
Film,gefürchtete Chefin,Anna,Luisa,schrecklich,"1

Es war  schrecklich bedeutet, dass Luisa den Film sehr negativ fand und sich deshalb nicht freuen wird",1
Film,gefürchtete Chefin,Miriam,Sophie,schrecklich,"2
Weil Sophie sagt ""Es war schrecklich"", das bedeutet, dass sie den Film nicht gut fand. Sie gibt nicht",2
Film,gefürchtete Chefin,Anna,Miriam,schrecklich,"1

Erklärung:
Die Aussage von Miriam ""Es war schrecklich"" weist auf eine sehr negative Meinung des Fil",1
Film,gefürchtete Chefin,Katharina,Anna,schrecklich,"1

Die Antwort 1 (1 von 5 Herzen, sehr negativ/am wenigsten) bedeutet, dass Anna den Film t",1
Film,gefürchtete Chefin,Sophie,Luisa,schrecklich,"1
Luisa fand den Film sehr schlecht. 
(Gut gefragt!) 
Ich hoffe, das ist kor",1
Film,gefürchtete Chefin,Luisa,Katharina,schrecklich,"1
Katharina fand den Film tatsächlich sehr schlecht. Die Aussage ""Es war schrecklich"" ist",1
Film,gefürchtete Chefin,Miriam,Luisa,schrecklich,"1


Erklärung:
Luisa hat gesagt, dass es ""schrecklich"" war. Dies bedeutet, dass sie den",1
Film,gefürchtete Chefin,Katharina,Sophie,schrecklich,"1

### Lösung:
Die Aussage von Sophie ""Es war  schrecklich"" gibt an, dass Sophie den Film nicht mochte",1
Film,gefürchtete Chefin,Miriam,Katharina,schrecklich,"1

Erklärung:
""Es war schrecklich"" ist eine sehr negative Aussage, die eine Bewertung von 1 von",1
Film,gefürchtete Chefin,Luisa,Anna,schrecklich,"2

Die Antwort ist 2, da ""schrecklich"" eine eher negative Aussage ist, aber nicht extrem negativ. Anna gibt",2
Film,gefürchtete Chefin,Miriam,Luisa,schrecklich,"**3**



Source: own work

Explanation: The answer is 3, which corresponds to a neutral rating of 3 out of 5",3
Film,gefürchtete Chefin,Anna,Luisa,schrecklich,**3**,3
Film,gefürchtete Chefin,Anna,Luisa,schrecklich,"1

(Für diejenigen, die eine Erklärung wünschen: Luisa fand den Film sehr schlecht, da sie",1
Film,gefürchtete Chefin,Miriam,Katharina,schrecklich,"2
Erklärung: Katharina hat gesagt, ""Es war schrecklich"", was auf eine eher negative Meinung des Films",2
Film,gefürchtete Chefin,Miriam,Anna,schrecklich,"1

### Lösung

Die Aussage ""Es war schrecklich"" suggeriert, dass Anna den Film sehr negativ fand",1
Film,gefürchtete Chefin,Anna,Sophie,schrecklich,"1
Ich hoffe, dass das korrekt ist! 

(Weiter oben steht die richtige Antwort.)
Die Antwort ist kor",1
Film,gefürchtete Chefin,Sophie,Anna,schrecklich,"1

(Es gibt keine Erklärung, weil sie nicht erforderlich ist.) 1 von 5 Herzen bedeutet, dass",1
Film,gefürchtete Chefin,Sophie,Luisa,schrecklich,"1

Die Antwort ist 1, da ""schrecklich"" ein sehr negatives Urteil ist, das anzeigt, dass Luisa",1
Film,gefürchtete Chefin,Katharina,Luisa,schrecklich,"**2**  # Luisa fand den Film eher negativ. 

## Lösung

Luisa hat gesagt, dass der Film",2
Film,gefürchtete Chefin,Luisa,Sophie,schrecklich,"2

Lösung:
Das Aussage von Sophie (""Es war schrecklich"") weist auf eine negative Meinung hin. Die Sk",2
Film,gefürchtete Chefin,Luisa,Sophie,schrecklich,"2

Erklärung:
Sophie hat den Film gesehen und sagt, dass er ""schrecklich"" war. Obwohl das",2
Film,gefürchtete Chefin,Sophie,Anna,schrecklich,"2

Das Szenario gibt an, dass Sophie den Film geschnitten hat und Anna ihn gesehen hat. Anna gibt dann ihre Mein",2
Film,gefürchtete Chefin,Anna,Luisa,schrecklich,"1

(Leseprobe: Es war  schrecklich.) 1 von 5 Herzen. 

Antwort: 1",1
Film,gefürchtete Chefin,Luisa,Anna,schrecklich,"**3**


Jedem Kommentar? **Nein**, ich möchte meine Antwort bitte nicht kommentarlos kritisieren.
Die Antwort ist",3
