situation,relationship,personA,personB,response_text,state
Gitarre,Enge Freundin,Anna,Sophie,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",3
Gitarre,Enge Freundin,Sophie,Katharina,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",3
Gitarre,Enge Freundin,Sophie,Miriam,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",3
Gitarre,Enge Freundin,Anna,Katharina,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",3
Gitarre,Enge Freundin,Anna,Katharina,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",3
Gitarre,Enge Freundin,Katharina,Anna,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,4
Gitarre,Enge Freundin,Sophie,Katharina,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",4
Gitarre,Enge Freundin,Anna,Sophie,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",4
Gitarre,Enge Freundin,Miriam,Katharina,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",4
Gitarre,Enge Freundin,Luisa,Katharina,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,4
Gitarre,Enge Freundin,Anna,Luisa,"Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",4
Gitarre,Enge Freundin,Luisa,Anna,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,4
Gitarre,Enge Freundin,Katharina,Anna,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,4
Gitarre,Enge Freundin,Miriam,Anna,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,4
Gitarre,Enge Freundin,Sophie,Luisa,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,4
Gitarre,Enge Freundin,Katharina,Miriam,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,5
Gitarre,Enge Freundin,Miriam,Katharina,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",5
Gitarre,Enge Freundin,Katharina,Luisa,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,5
Gitarre,Enge Freundin,Anna,Miriam,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",5
Gitarre,Enge Freundin,Anna,Miriam,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",5
Gitarre,Enge Freundin,Katharina,Miriam,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,5
Gitarre,Enge Freundin,Sophie,Luisa,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",5
Gitarre,Enge Freundin,Luisa,Sophie,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,5
Gitarre,Enge Freundin,Katharina,Miriam,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,5
Gitarre,Enge Freundin,Anna,Katharina,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",5
Gitarre,Entfernte Kollegin,Sophie,Miriam,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",1
Gitarre,Entfernte Kollegin,Katharina,Luisa,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,1
Gitarre,Entfernte Kollegin,Sophie,Katharina,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",1
Gitarre,Entfernte Kollegin,Katharina,Anna,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,1
Gitarre,Entfernte Kollegin,Luisa,Sophie,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",1
Gitarre,Entfernte Kollegin,Sophie,Luisa,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",1
Gitarre,Entfernte Kollegin,Anna,Miriam,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,1
Gitarre,Entfernte Kollegin,Anna,Luisa,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",1
Gitarre,Entfernte Kollegin,Miriam,Katharina,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",1
Gitarre,Entfernte Kollegin,Katharina,Anna,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,1
Gitarre,Entfernte Kollegin,Luisa,Anna,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",2
Gitarre,Entfernte Kollegin,Katharina,Sophie,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,2
Gitarre,Entfernte Kollegin,Anna,Miriam,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",2
Gitarre,Entfernte Kollegin,Katharina,Luisa,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,2
Gitarre,Entfernte Kollegin,Sophie,Miriam,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",2
Gitarre,Entfernte Kollegin,Katharina,Miriam,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,2
Gitarre,Entfernte Kollegin,Luisa,Anna,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",2
Gitarre,Entfernte Kollegin,Anna,Luisa,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",2
Gitarre,Entfernte Kollegin,Katharina,Luisa,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,2
Gitarre,Entfernte Kollegin,Anna,Katharina,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",2
Gitarre,Entfernte Kollegin,Luisa,Anna,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,3
Gitarre,Entfernte Kollegin,Miriam,Luisa,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",3
Gitarre,Entfernte Kollegin,Sophie,Luisa,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",3
Gitarre,Entfernte Kollegin,Sophie,Anna,"Okay. Sophie fragt nach der Meinung, Anna gibt eine Bewertung von 3 von 5 Herzen. Die Bewertung ist nicht",3
Gitarre,Entfernte Kollegin,Katharina,Miriam,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,3
Gitarre,Entfernte Kollegin,Sophie,Katharina,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",3
Gitarre,Entfernte Kollegin,Anna,Luisa,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",3
Gitarre,Entfernte Kollegin,Sophie,Luisa,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",3
Gitarre,Entfernte Kollegin,Luisa,Katharina,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",3
Gitarre,Entfernte Kollegin,Luisa,Sophie,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,3
Gitarre,Entfernte Kollegin,Katharina,Miriam,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,4
Gitarre,Entfernte Kollegin,Katharina,Sophie,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,4
Gitarre,Entfernte Kollegin,Anna,Luisa,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",4
Gitarre,Entfernte Kollegin,Sophie,Katharina,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",4
Gitarre,Entfernte Kollegin,Anna,Katharina,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",4
Gitarre,Entfernte Kollegin,Katharina,Anna,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,4
Gitarre,Entfernte Kollegin,Luisa,Anna,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,4
Gitarre,Entfernte Kollegin,Katharina,Luisa,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,4
Gitarre,Entfernte Kollegin,Miriam,Anna,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,4
Gitarre,Entfernte Kollegin,Miriam,Sophie,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",4
Gitarre,Entfernte Kollegin,Anna,Luisa,"Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",5
Gitarre,Entfernte Kollegin,Katharina,Anna,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,5
Gitarre,Entfernte Kollegin,Anna,Luisa,"Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",5
Gitarre,Entfernte Kollegin,Sophie,Luisa,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,5
Gitarre,Entfernte Kollegin,Anna,Katharina,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",5
Gitarre,Entfernte Kollegin,Anna,Luisa,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",5
Gitarre,Entfernte Kollegin,Miriam,Anna,"Okay. Keine Erklärung. Nur das Adjektiv.
Okay. Keine Erklärung. Nur das Adjektiv.
Okay",5
Gitarre,Entfernte Kollegin,Miriam,Anna,"Okay. Keine Erklärung. Nur das Adjektiv.
Okay. Keine Erklärung. Nur das Adjektiv.
Okay",5
Gitarre,Entfernte Kollegin,Anna,Katharina,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",5
Gitarre,Entfernte Kollegin,Sophie,Miriam,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,5
Gitarre,Lockere Chefin,Katharina,Anna,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,1
Gitarre,Lockere Chefin,Miriam,Luisa,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",1
Gitarre,Lockere Chefin,Katharina,Miriam,"Okay. Miriam's reaction is negative, giving a rating of 1 out of 5 hearts, which indicates a very low satisfaction. The",1
Gitarre,Lockere Chefin,Miriam,Luisa,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",1
Gitarre,Lockere Chefin,Miriam,Sophie,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",1
Gitarre,Lockere Chefin,Katharina,Sophie,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",1
Gitarre,Lockere Chefin,Sophie,Miriam,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",1
Gitarre,Lockere Chefin,Anna,Sophie,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",1
Gitarre,Lockere Chefin,Anna,Luisa,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",1
Gitarre,Lockere Chefin,Anna,Katharina,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",1
Gitarre,Lockere Chefin,Anna,Miriam,"Okay. Miriam's rating of Anna's guitar performance is 2 out of 5 hearts, which indicates a relatively low level of satisfaction.",2
Gitarre,Lockere Chefin,Katharina,Luisa,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,2
Gitarre,Lockere Chefin,Miriam,Anna,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",2
Gitarre,Lockere Chefin,Katharina,Anna,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,2
Gitarre,Lockere Chefin,Sophie,Luisa,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",2
Gitarre,Lockere Chefin,Katharina,Sophie,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",2
Gitarre,Lockere Chefin,Luisa,Anna,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,2
Gitarre,Lockere Chefin,Luisa,Sophie,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",2
Gitarre,Lockere Chefin,Miriam,Katharina,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",2
Gitarre,Lockere Chefin,Luisa,Miriam,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",2
Gitarre,Lockere Chefin,Katharina,Luisa,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,3
Gitarre,Lockere Chefin,Katharina,Anna,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,3
Gitarre,Lockere Chefin,Miriam,Katharina,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",3
Gitarre,Lockere Chefin,Katharina,Miriam,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,3
Gitarre,Lockere Chefin,Miriam,Katharina,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",3
Gitarre,Lockere Chefin,Sophie,Luisa,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",3
Gitarre,Lockere Chefin,Anna,Luisa,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",3
Gitarre,Lockere Chefin,Katharina,Anna,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,3
Gitarre,Lockere Chefin,Luisa,Anna,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,3
Gitarre,Lockere Chefin,Miriam,Luisa,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,3
Gitarre,Lockere Chefin,Anna,Luisa,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",4
Gitarre,Lockere Chefin,Anna,Luisa,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",4
Gitarre,Lockere Chefin,Anna,Miriam,"Okay

Miriam sagt: \""Es war "" - der Satz wird unterbrochen, und da Miriam das Vorspiel mit",4
Gitarre,Lockere Chefin,Sophie,Anna,"Okay. Sophie ist Annas lockere Chefin, und sie hat Gitarre vorgespielt. Anna hat zugehört und",4
Gitarre,Lockere Chefin,Miriam,Sophie,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,4
Gitarre,Lockere Chefin,Luisa,Katharina,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",4
Gitarre,Lockere Chefin,Luisa,Sophie,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,4
Gitarre,Lockere Chefin,Anna,Sophie,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",4
Gitarre,Lockere Chefin,Luisa,Miriam,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,4
Gitarre,Lockere Chefin,Sophie,Luisa,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,4
Gitarre,Lockere Chefin,Luisa,Miriam,"Okay. Miriam hat das Vorspiel von Luisa sehr positiv bewertet, mit 5 von 5 Herzen. Das",5
Gitarre,Lockere Chefin,Katharina,Anna,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,5
Gitarre,Lockere Chefin,Katharina,Luisa,"großartig

Luisa sagt: \""Es war "" großartig

großartig

großartig

gro",5
Gitarre,Lockere Chefin,Anna,Miriam,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",5
Gitarre,Lockere Chefin,Luisa,Katharina,"großartig

Die Antwort ist ""großartig"", da Katharina das Vorspiel von Luisa mit 5 von",5
Gitarre,Lockere Chefin,Sophie,Luisa,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,5
Gitarre,Lockere Chefin,Miriam,Anna,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,5
Gitarre,Lockere Chefin,Katharina,Luisa,"großartig

Luisa sagt: \""Es war "" großartig

großartig

großartig

gro",5
Gitarre,Lockere Chefin,Luisa,Katharina,"großartig

Die Antwort ist ""großartig"", da Katharina das Vorspiel von Luisa mit 5 von",5
Gitarre,Lockere Chefin,Katharina,Miriam,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,5
Gitarre,Gefürchtete Chefin,Miriam,Katharina,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",1
Gitarre,Gefürchtete Chefin,Luisa,Sophie,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",1
Gitarre,Gefürchtete Chefin,Katharina,Anna,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,1
Gitarre,Gefürchtete Chefin,Luisa,Anna,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",1
Gitarre,Gefürchtete Chefin,Sophie,Luisa,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",1
Gitarre,Gefürchtete Chefin,Miriam,Katharina,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",1
Gitarre,Gefürchtete Chefin,Miriam,Anna,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",1
Gitarre,Gefürchtete Chefin,Miriam,Katharina,"schrecklich

Die Bewertung von Katharina ist sehr negativ, da sie das Vorspiel mit 1 von 5 Her",1
Gitarre,Gefürchtete Chefin,Miriam,Anna,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",1
Gitarre,Gefürchtete Chefin,Katharina,Sophie,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",1
Gitarre,Gefürchtete Chefin,Miriam,Luisa,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",2
Gitarre,Gefürchtete Chefin,Luisa,Anna,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",2
Gitarre,Gefürchtete Chefin,Katharina,Anna,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,2
Gitarre,Gefürchtete Chefin,Miriam,Katharina,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",2
Gitarre,Gefürchtete Chefin,Anna,Miriam,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",2
Gitarre,Gefürchtete Chefin,Luisa,Katharina,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",2
Gitarre,Gefürchtete Chefin,Miriam,Sophie,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",2
Gitarre,Gefürchtete Chefin,Anna,Katharina,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",2
Gitarre,Gefürchtete Chefin,Sophie,Miriam,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",2
Gitarre,Gefürchtete Chefin,Katharina,Luisa,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,2
Gitarre,Gefürchtete Chefin,Sophie,Luisa,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",3
Gitarre,Gefürchtete Chefin,Miriam,Sophie,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",3
Gitarre,Gefürchtete Chefin,Katharina,Anna,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,3
Gitarre,Gefürchtete Chefin,Katharina,Miriam,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",3
Gitarre,Gefürchtete Chefin,Sophie,Anna,"Okay. Sophie fragt nach der Meinung, Anna gibt eine Bewertung von 3 von 5 Herzen. Die Bewertung ist nicht",3
Gitarre,Gefürchtete Chefin,Luisa,Katharina,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",3
Gitarre,Gefürchtete Chefin,Anna,Katharina,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",3
Gitarre,Gefürchtete Chefin,Luisa,Sophie,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",3
Gitarre,Gefürchtete Chefin,Anna,Katharina,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",3
Gitarre,Gefürchtete Chefin,Anna,Miriam,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",3
Gitarre,Gefürchtete Chefin,Luisa,Sophie,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",4
Gitarre,Gefürchtete Chefin,Sophie,Luisa,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",4
Gitarre,Gefürchtete Chefin,Sophie,Luisa,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",4
Gitarre,Gefürchtete Chefin,Miriam,Luisa,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",4
Gitarre,Gefürchtete Chefin,Katharina,Anna,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,4
